,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,year,month,day,hour_UTC,minute_UTC
2391,Guitar 201: Breakthroughs,True,20,14,1,49,Beginner Level,2.5,Musical Instruments,2016,1,22,20,11
2392,Major Scales and Modes for Chromatic Harmonica,True,20,6,1,14,All Levels,1.5,Musical Instruments,2017,4,10,16,57
2393,Play Guitar with Rhythm - 5 Easy Lessons,True,20,31,0,10,Beginner Level,1.0,Musical Instruments,2013,12,12,23,29
2394,Coaching Bundle: Guitar for Music Educators: Part 1,True,135,1,1,5,All Levels,0.5,Musical Instruments,2016,9,1,23,22
2395,Coaching Bundle: Guitar for Music Educators: Part 2,True,135,1,1,6,All Levels,0.5,Musical Instruments,2016,9,2,15,11
2396,Ukulele 3:  Intermediate,True,25,1,0,11,Intermediate Level,0.65,Musical Instruments,2017,5,24,23,3
2397,"Beginners Guitar Course - 'Try it and love it method""",True,25,0,0,16,Beginner Level,2.0,Musical Instruments,2016,10,31,18,10
2398,Coaching Course: Rhythm Instruction for Music Educators P1,True,130,0,0,6,All Levels,0.5333333333333333,Musical Instruments,2017,3,10,16,55
2399,Learn Pirates of the Caribbean by Ear on the Piano,True,20,0,0,6,All Levels,0.5333333333333333,Musical Instruments,2017,5,22,17,14
2400,Coaching Course: Rhythm Instruction for Music Educators P2,True,125,0,0,7,All Levels,0.6333333333333333,Musical Instruments,2017,3,10,17,6
2401,4 Week Rhythm Mastery,True,20,0,0,28,Beginner Level,2.5,Musical Instruments,2017,7,5,16,7
2402,Tune that Sour Note on Your Piano,True,20,0,0,6,All Levels,0.55,Musical Instruments,2017,6,20,21,46
2403,Learn Vikings Soundtracks on the Piano by Ear,True,20,0,0,8,All Levels,0.5833333333333334,Musical Instruments,2017,6,29,15,10
2404,Learn to Play Piano Like a Pro - Easy Piano Course 1,True,35,0,0,13,Beginner Level,0.5166666666666666,Musical Instruments,2017,5,30,0,19
2405,ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,True,20,0,0,5,Beginner Level,0.5166666666666666,Musical Instruments,2017,7,6,16,12
2406,Instant Harmonica - play 12 bar blues Big Walter style now!,True,40,31,2,14,All Levels,1.0,Musical Instruments,2017,5,19,12,26
2407,Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,True,20,237,12,6,Intermediate Level,1.5,Musical Instruments,2013,10,8,7,43
2408,Spice up your playing with some easy Flamenco techniques! ,True,40,120,11,47,Intermediate Level,0.7333333333333333,Musical Instruments,2015,11,6,16,49
2409,Beginners Guide to Playing Guitar - Step-by-step System,True,85,384,25,98,Beginner Level,10.5,Musical Instruments,2013,6,10,14,49
2410,Guitar Kick Start,False,0,3160,47,22,Beginner Level,1.0,Musical Instruments,2015,3,19,21,16
2411,Instant Harmonica – play Beethoven’s Ode to Joy right now!,True,20,455,3,11,Beginner Level,1.0,Musical Instruments,2015,7,22,21,55
2412,Funk Rhythm Guitar Techniques,True,35,82,6,7,All Levels,1.5,Musical Instruments,2016,2,17,18,12
2413,Flamenco Guitar,True,25,136,20,34,Beginner Level,4.0,Musical Instruments,2015,12,7,21,39
2414,Learn to play the Bouzouki - Greek Bouzouki Lessons,True,50,63,13,49,All Levels,1.0,Musical Instruments,2015,3,19,18,39
2415,Guitar Looper Basic Training,True,45,64,13,15,All Levels,1.5,Musical Instruments,2016,2,29,17,6
2416,Piano With Willie: Jazz Kids - Vol 1,True,40,28,3,32,Beginner Level,4.5,Musical Instruments,2016,4,13,5,49
2417,Instant Harmonica - play the Drunken Sailor sea shanty now! ,True,20,27,3,9,Beginner Level,0.6166666666666667,Musical Instruments,2015,10,18,22,42
2418,Learn to Play Sweet Child of Mine,True,20,0,0,23,Intermediate Level,1.5,Musical Instruments,2017,6,30,17,33
2419,Bluegrass Guitar Essentials: Webisodes 1 & 2,False,0,970,14,9,Intermediate Level,1.0,Musical Instruments,2016,3,20,19,36
2420,Learn Monster GODJ,False,0,991,29,12,Beginner Level,1.0,Musical Instruments,2015,7,29,17,49
2421,What you can learn before Piano Lessons,False,0,61,1,31,Beginner Level,1.5,Musical Instruments,2015,9,1,20,54
2422,Learn to Play Tabla - The Indian drums,False,0,1,0,20,Beginner Level,1.5,Musical Instruments,2017,7,4,21,4
2423,Gitarre spielen wie die Profis,True,20,1981,28,38,Beginner Level,2.0,Musical Instruments,2016,3,21,17,32
2424,Curso de piano 101 - Tocando partituras y acordes -,True,170,245,26,93,All Levels,4.5,Musical Instruments,2016,10,28,16,32
2425,Sintetizadores e Síntese Subtrativa,True,85,38,12,83,All Levels,5.0,Musical Instruments,2017,5,2,18,5
2426,Spielend Klavier lernen mit Freude und Erfolg,True,100,255,30,53,Beginner Level,4.0,Musical Instruments,2015,11,12,6,40
2427,Curso de ejercicios técnicos al piano Vol.2,True,50,62,1,22,All Levels,1.0,Musical Instruments,2017,5,29,15,58
